fips,county,state,income-2015,income-1989a,income-1989b,change
18107,Montgomery County,IN,49425,28870,53300.81654,-7.841813946
18109,Morgan County,IN,58376,31466,58093.64369,0.483685606
18111,Newton County,IN,48316,27436,50653.31495,-4.837558888
18113,Noble County,IN,51876,28931,53413.4369,-2.963676659
18115,Ohio County,IN,53177,24849,45877.10392,13.72754401
18117,Orange County,IN,40918,21114,38981.41463,4.73284463
18119,Owen County,IN,43731,24529,45286.30859,-3.556535615
18121,Parke County,IN,43637,23522,43427.14952,0.48090033
18123,Perry County,IN,47192,24335,44928.13892,4.797128924
18125,Pike County,IN,47324,24107,44507.19724,5.952165407
18127,Porter County,IN,66070,36735,67821.45811,-2.650912839
18129,Posey County,IN,58298,32380,59781.10286,-2.54400299
18131,Pulaski County,IN,47455,25312,46731.91092,1.523736334
18133,Putnam County,IN,53910,26919,49698.81124,7.811516897
18135,Randolph County,IN,41315,24642,45494.93319,-10.11722907
18137,Ripley County,IN,51553,27355,50503.76988,2.035245508
18139,Rush County,IN,48970,24211,44699.20573,8.721246219
18141,St. Joseph County,IN,46881,28523,52660.17285,-12.32732419
18143,Scott County,IN,43104,22170,40931.03924,5.041204444
18145,Shelby County,IN,54639,29026,53588.82927,1.922016749
18147,Spencer County,IN,56451,27609,50972.71368,9.704498273
18149,Starke County,IN,48106,20976,38726.63415,19.49728902
18151,Steuben County,IN,53191,28708,53001.72641,0.355837632
18153,Sullivan County,IN,44939,22699,41907.69777,6.745370896
18155,Switzerland County,IN,46344,19254,35547.41676,23.29661498
18157,Tippecanoe County,IN,50170,28320,52285.38706,-4.216438235
18159,Tipton County,IN,56292,30414,56151.40403,0.249761903
18161,Union County,IN,45050,24502,45236.46023,-0.413896189
18163,Vanderburgh County,IN,43823,26112,48208.89926,-10.00821317
18165,Vermillion County,IN,44376,23507,43399.45599,2.200612963
18167,Vigo County,IN,39635,23522,43427.14952,-9.567678877
18169,Wabash County,IN,48223,26831,49536.34252,-2.723477436
18171,Warren County,IN,57768,25960,47928.27147,17.03318191
18173,Warrick County,IN,66461,34698,64060.67656,3.611627023
18175,Washington County,IN,43498,22650,41817.23224,3.864011592
18177,Wayne County,IN,41849,24380,45011.21951,-7.556260633
18179,Wells County,IN,55987,30617,56526.18982,-0.963062532
18181,White County,IN,50370,26946,49748.6596,1.233552517
18183,Whitley County,IN,56142,30783,56832.6649,-1.230210714
19000,Iowa,IA,54843,26169,48314.13468,11.90464658
19001,Adair County,IA,51531,22910,42297.25345,17.91881887
19003,Adams County,IA,48162,20301,37480.42524,22.17842856
19005,Allamakee County,IA,47756,21719,40098.38706,16.03487088
19007,Appanoose County,IA,41018,18867,34832.92365,15.07893206
19009,Audubon County,IA,50948,21951,40526.71368,20.45475057
19011,Benton County,IA,65127,26660,49220.63627,24.42360885
19013,Black Hawk County,IA,50335,26980,49811.4316,1.040167674
19015,Boone County,IA,58010,26922,49704.34995,14.31761774
19017,Bremer County,IA,65295,28482,52584.4772,19.46630339
19019,Buchanan County,IA,55848,25349,46800.22163,16.20072047
19021,Buena Vista County,IA,51991,26791,49462.49311,4.86335499
19023,Butler County,IA,54947,23522,43427.14952,20.96538569
19025,Calhoun County,IA,49206,23154,42747.73489,13.1249545
19027,Carroll County,IA,58575,24995,46146.65429,21.21783304
19029,Cass County,IA,45915,23753,43853.6299,4.489535218
19031,Cedar County,IA,60120,27670,51085.33404,15.02772116
19033,Cerro Gordo County,IA,50208,25649,47354.09226,5.684169338
19035,Cherokee County,IA,52879,25817,47664.25981,9.861646761
19037,Chickasaw County,IA,57559,24455,45149.68717,21.55929191
19039,Clarke County,IA,49424,21097,38950.02863,21.19207545
19041,Clay County,IA,52584,26109,48203.36055,8.330745947
19043,Clayton County,IA,48598,22326,41219.05196,15.1836455
19045,Clinton County,IA,52945,25909,47834.11347,9.653199608
19047,Crawford County,IA,51834,24463,45164.45705,12.86711994
19049,Dallas County,IA,81381,30177,55713.84624,31.53949173
19051,Davis County,IA,49851,20601,38034.29586,23.70404633
19053,Decatur County,IA,39424,18820,34746.15058,11.86548655
19055,Delaware County,IA,59260,26311,48576.30011,18.02851821
19057,Des Moines County,IA,50125,26813,49503.11029,1.240677733
19059,Dickinson County,IA,56869,26190,48352.90562,14.97493253
19061,Dubuque County,IA,57862,28392,52418.31601,9.40804671
19063,Emmet County,IA,46092,23658,43678.23754,5.236836024
19065,Fayette County,IA,47615,22821,42132.93849,11.51330779
19067,Floyd County,IA,49111,23780,43903.47826,10.60357504
19069,Franklin County,IA,52975,25043,46235.27359,12.72246608
19071,Fremont County,IA,55421,22021,40655.95016,26.64161571
19073,Greene County,IA,51002,22676,41865.23436,17.91452422
19075,Grundy County,IA,62423,27057,49953.59173,19.97566325
19077,Guthrie County,IA,54719,22760,42020.31813,23.20707956
19079,Hamilton County,IA,54042,26535,48989.85684,9.348549573
19081,Hancock County,IA,56746,25356,46813.14528,17.50406147
19083,Hardin County,IA,50947,24036,44376.11453,12.89749244
19085,Harrison County,IA,57244,22205,40995.65748,28.3843591
19087,Henry County,IA,50241,26169,48314.13468,3.835244767
19089,Howard County,IA,50602,20854,38501.39343,23.91329705
19091,Humboldt County,IA,52702,26606,49120.93955,6.794923239
19093,Ida County,IA,53804,24871,45917.7211,14.65742119
19095,Iowa County,IA,63185,27343,50481.61506,20.1050644
19097,Jackson County,IA,49956,23918,44158.25875,11.60569551
19099,Jasper County,IA,53765,28891,53339.58749,0.791244329
19101,Jefferson County,IA,43495,23627,43621.00424,-0.289698222
19103,Johnson County,IA,57706,29338,54164.85472,6.136528751
19105,Jones County,IA,55789,25229,46578.67338,16.50921618
19107,Keokuk County,IA,50054,22585,41697.22694,16.69551497
19109,Kossuth County,IA,52433,25578,47223.00954,9.936472176
19111,Lee County,IA,45428,25618,47296.85896,-4.113892227
19113,Linn County,IA,58142,31974,59031.53128,-1.529928938
19115,Louisa County,IA,53197,26577,49067.39873,7.762846162
19117,Lucas County,IA,46933,21586,39852.83775,15.08568011
19119,Lyon County,IA,64057,25096,46333.12407,27.66891351
19121,Madison County,IA,65294,26222,48411.98515,25.85538464
19123,Mahaska County,IA,50335,24264,44797.0562,11.00217303
19125,Marion County,IA,57411,29412,54301.47614,5.416250997
19127,Marshall County,IA,53980,28140,51953.06469,3.754974644
19129,Mills County,IA,62507,29538,54534.1018,12.75520853
19131,Mitchell County,IA,61352,25851,47727.03181,22.20786313
19133,Monona County,IA,43991,20625,38078.60551,13.44000929
19135,Monroe County,IA,48181,21021,38809.71474,19.45016762
19137,Montgomery County,IA,43210,23708,43770.54931,-1.297267555
19139,Muscatine County,IA,53401,29390,54260.85896,-1.61019262
19141,O'Brien County,IA,53907,26087,48162.74337,10.65586404
19143,Osceola County,IA,54415,24506,45243.84517,16.85409322
19145,Page County,IA,46870,24154,44593.97031,4.856047989
19147,Palo Alto County,IA,48992,23313,43041.28632,12.1462967
19149,Plymouth County,IA,61929,27166,50154.83139,19.01236676
19151,Pocahontas County,IA,47872,24531,45290.00106,5.39354725
19153,Polk County,IA,60436,31061,57345.91835,5.112981756
19155,Pottawattamie County,IA,52927,25057,46261.12089,12.59447751
19157,Poweshiek County,IA,52861,27196,50210.21845,5.014626186
19159,Ringgold County,IA,45870,17903,33053.1527,27.94167712
19161,Sac County,IA,52506,21765,40183.31389,23.46910088
19163,Scott County,IA,58160,29780,54980.89077,5.466143786
19165,Shelby County,IA,54614,24629,45470.93213,16.74125292
19167,Sioux County,IA,62875,27616,50985.63733,18.90952314
19169,Story County,IA,51706,29560,54574.71898,-5.548135578
19171,Tama County,IA,59226,24590,45398.92895,23.3462855
19173,Taylor County,IA,46466,17882,33014.38176,28.94937856
19175,Union County,IA,45010,22265,41106.4316,8.672669182
19177,Van Buren County,IA,43653,19377,35774.50371,18.04800653
19179,Wapello County,IA,44738,22423,41398.1368,7.465383349
19181,Warren County,IA,67728,32635,60251.8929,11.03842887
19183,Washington County,IA,55283,24842,45864.18028,17.03746129
19185,Wayne County,IA,44381,18081,33381.78261,24.78361774
19187,Webster County,IA,44922,24140,44568.12301,0.787758756
19189,Winnebago County,IA,48408,25940,47891.34677,1.067288949
19191,Winneshiek County,IA,59096,26003,48007.6596,18.76326723
19193,Woodbury County,IA,50774,24409,45064.76034,11.24441577
19195,Worth County,IA,50761,24387,45024.14316,11.30170178
19197,Wright County,IA,49882,24704,45609.39979,8.565414803
20000,Kansas,KS,53802,26924,49708.04242,7.60930371
20001,Allen County,KS,41604,22063,40733.49205,2.092366006
20003,Anderson County,KS,47267,20702,38220.76564,19.1385837
20005,Atchison County,KS,46110,24800,45786.63839,0.701283045
20007,Barber County,KS,54176,22771,42040.62672,22.39990637
20009,Barton County,KS,50558,24786,45760.79109,9.488525867
20011,Bourbon County,KS,39609,21094,38944.48993,1.677674453
20013,Brown County,KS,46884,20729,38270.614,18.37169611
20015,Butler County,KS,61473,30988,57211.14316,6.932892229
20017,Chase County,KS,48911,21376,39465.12831,19.31236672
20019,Chautauqua County,KS,42324,17600,32493.74337,23.22619939
20021,Cherokee County,KS,39842,19992,36909.93849,7.359222694
20023,Cheyenne County,KS,44111,23129,42701.579,3.195168998
20025,Clark County,KS,50392,26378,48699.99788,3.35768003
20027,Clay County,KS,51351,22096,40794.41782,20.55769544
20029,Cloud County,KS,42730,20734,38279.84517,10.41459121
20031,Coffey County,KS,57160,24627,45467.23966,20.45619374
20033,Comanche County,KS,43809,24064,44427.80912,-1.412515967
20035,Cowley County,KS,47851,26233,48432.29374,-1.214799572
20037,Crawford County,KS,38139,20497,37842.28738,0.777976925
20039,Decatur County,KS,43919,19955,36841.62778,16.11460237
20041,Dickinson County,KS,47570,22508,41555.06681,12.64438342
20043,Doniphan County,KS,47000,22346,41255.97667,12.22132623
20045,Douglas County,KS,52447,26402,48744.30753,7.059874675
20047,Edwards County,KS,46380,23460,43312.68293,6.613447764
20049,Elk County,KS,39147,17344,32021.1071,18.20290928
20051,Ellis County,KS,49192,24946,46056.18876,6.374636609
20053,Ellsworth County,KS,49986,21574,39830.68293,20.31632272
20055,Finney County,KS,53245,28641,52878.02863,0.689212824
20057,Ford County,KS,47915,25336,46776.22057,2.376665819
20059,Franklin County,KS,51484,23923,44167.48993,14.21123082
20061,Geary County,KS,45590,19757,36476.07317,19.99106565
20063,Gove County,KS,46580,24110,44512.73595,4.438093712
20065,Graham County,KS,45018,22133,40862.72853,9.230244511
20067,Grant County,KS,59218,29653,54746.41888,7.551050566
20069,Gray County,KS,64284,26745,49377.56628,23.18840415
20071,Greeley County,KS,44667,28811,53191.88865,-19.08542918
20073,Greenwood County,KS,41168,20217,37325.34146,9.334090888
20075,Hamilton County,KS,50056,25952,47913.50159,4.280202991
20077,Harper County,KS,46869,22454,41455.3701,11.5505556
20079,Harvey County,KS,55470,28210,52082.30117,6.107263085
20081,Haskell County,KS,59356,55277,102054.3552,-71.9360389
20083,Hodgeman County,KS,54513,24595,45408.16013,16.70214421
20085,Jackson County,KS,51662,26348,48644.61082,5.840635638
20087,Jefferson County,KS,59080,29244,53991.30859,8.613221751
20089,Jewell County,KS,43201,20230,37349.34252,13.54518987
20091,Johnson County,KS,83007,41815,77200.33404,6.995393111
20093,Kearny County,KS,59134,33612,62055.6649,-4.940753034
20095,Kingman County,KS,52907,24583,45386.0053,14.21550021
20097,Kiowa County,KS,46381,24504,45240.1527,2.459729837
20099,Labette County,KS,42323,22865,42214.17285,0.257134767
20101,Lane County,KS,57388,27616,50985.63733,11.15627426
20103,Leavenworth County,KS,61465,31461,58084.41251,5.500020315
20105,Lincoln County,KS,42277,18910,34912.31177,17.42008238
20107,Linn County,KS,46065,20424,37707.5122,18.14281516
20109,Logan County,KS,48399,24048,44398.26935,8.266143199
20111,Lyon County,KS,39562,26499,48923.39236,-23.66258623
20113,McPherson County,KS,61356,27023,49890.81972,18.6863229
20115,Marion County,KS,51196,22135,40866.421,20.17653528
20117,Marshall County,KS,49270,21793,40235.00848,18.33771365
20119,Meade County,KS,56325,24133,44555.19936,20.89622838
20121,Miami County,KS,62375,28616,52831.87275,15.29960281
20123,Mitchell County,KS,48310,21412,39531.59279,18.17099402
20125,Montgomery County,KS,43289,22049,40707.64475,5.963074336
20127,Morris County,KS,49720,21644,39959.91941,19.63008969
20129,Morton County,KS,53443,27773,51275.49629,4.055729865
20131,Nemaha County,KS,54486,22898,42275.09862,22.41108061
20133,Neosho County,KS,40744,22684,41880.00424,-2.788150996
20135,Ness County,KS,53456,23630,43626.54295,18.38793971
20137,Norton County,KS,45096,21711,40083.61718,11.11491667
20139,Osage County,KS,48364,25691,47431.63415,1.927809639
20141,Osborne County,KS,43518,20005,36933.93955,15.12951065
20143,Ottawa County,KS,50302,21903,40438.09438,19.60937064
20145,Pawnee County,KS,47359,25924,47861.807,-1.061692601
20147,Phillips County,KS,46984,22458,41462.75504,11.75133016
20149,Pottawatomie County,KS,60601,25983,47970.73489,20.84167771
20151,Pratt County,KS,52634,25115,46368.20255,11.90446756
20153,Rawlins County,KS,47448,21188,39118.03606,17.55598538
20155,Reno County,KS,47178,25808,47647.64369,-0.99547181
20157,Republic County,KS,44593,19901,36741.93107,17.60605685
20159,Rice County,KS,52400,23497,43380.99364,17.2118442
20161,Riley County,KS,46690,25190,46506.6702,0.392653242
20163,Rooks County,KS,45309,21161,39068.1877,13.77389106
20165,Rush County,KS,43895,18785,34681.53234,20.98978849
20167,Russell County,KS,42625,21556,39797.45069,6.63354677
20169,Saline County,KS,47052,27260,50328.37752,-6.963311907
20171,Scott County,KS,56267,30145,55654.7667,1.088085908
20173,Sedgwick County,KS,50995,30495,56300.9491,-10.40484184
20175,Seward County,KS,45807,24717,45633.40085,0.378979526
20177,Shawnee County,KS,51316,28641,52878.02863,-3.043940744
20179,Sheridan County,KS,51221,22329,41224.59067,19.51623227
20181,Sherman County,KS,42491,22270,41115.66278,3.236773015
20183,Smith County,KS,43872,19878,36699.46766,16.34876993
20185,Stafford County,KS,47129,20914,38612.16755,18.0713201
20187,Stanton County,KS,55341,29485,54436.25133,1.634861449
20189,Stevens County,KS,59735,29077,53682.98727,10.13143505
20191,Sumner County,KS,51451,28038,51764.74867,-0.609800926
20193,Thomas County,KS,50574,25492,47064.2333,6.939863768
20195,Trego County,KS,48576,21615,39906.37858,17.8475408
20197,Wabaunsee County,KS,57339,26084,48157.20467,16.01317661
20199,Wallace County,KS,48426,23515,43414.22587,10.34934565
20201,Washington County,KS,46153,19060,35189.24708,23.7552335
20203,Wichita County,KS,52917,27809,51341.96076,2.976433351
20205,Wilson County,KS,41461,20497,37842.28738,8.727991653
20207,Woodson County,KS,37394,19204,35455.10498,5.185043098
20209,Wyandotte County,KS,41746,23327,43067.13362,-3.164695099
21000,Kentucky,KY,45178,23392,43187.13892,4.406704771
21001,Adair County,KY,32007,15308,28262.17179,11.70002877
21003,Allen County,KY,42287,19167,35386.79427,16.31755794
21005,Anderson County,KY,55523,28477,52575.24602,5.309068272
21007,Ballard County,KY,44352,21293,39311.89077,11.36388263
21009,Barren County,KY,40017,20904,38593.7052,3.556725401
21011,Bath County,KY,35143,16234,29971.78579,14.71477737
21013,Bell County,KY,23968,15516,28646.18876,-19.5184778
21015,Boone County,KY,68804,33730,62273.52068,9.491423931
21017,Bourbon County,KY,46370,22180,40949.50159,11.68966661
21019,Boyd County,KY,43406,26035,48066.73913,-10.7375458
21021,Boyle County,KY,40459,24138,44564.43054,-10.14713794
21023,Bracken County,KY,44846,20030,36980.09544,17.53981305
21025,Breathitt County,KY,28196,14819,27359.36267,2.967219917
21027,Breckinridge County,KY,42347,18440,34044.58112,19.6056837
21029,Bullitt County,KY,54755,28570,52746.94592,3.667343773
21031,Butler County,KY,39545,17271,31886.33192,19.36696948
21033,Caldwell County,KY,39355,19863,36671.77413,6.818005018
21035,Calloway County,KY,40585,21768,40188.8526,0.976093143
21037,Campbell County,KY,51694,27354,50501.92365,2.306024591
21039,Carlisle County,KY,43144,20433,37724.12831,12.56228372
21041,Carroll County,KY,46499,19872,36688.39024,21.09853923
21043,Carter County,KY,37204,17459,32233.42418,13.36032637
21045,Casey County,KY,33576,14048,25935.91516,22.75460101
21047,Christian County,KY,39840,19137,35331.40721,11.31674897
21049,Clark County,KY,54812,25652,47359.63097,13.59623629
21051,Clay County,KY,24001,14009,25863.91198,-7.761809854
21053,Clinton County,KY,29178,10542,19463.01379,33.29558645
21055,Crittenden County,KY,40202,20202,37297.64793,7.224396965
21057,Cumberland County,KY,30989,12236,22590.53659,27.1014341
21059,Daviess County,KY,48724,25230,46580.51962,4.39922909
21061,Edmonson County,KY,38673,16787,30992.75398,19.85945239
21063,Elliott County,KY,30299,14699,27137.81442,10.43330004
21065,Estill County,KY,32541,16433,30339.18664,6.766274428
21067,Fayette County,KY,51963,27373,50537.00212,2.744256258
21069,Fleming County,KY,47030,17037,31454.31283,33.11862039
21071,Floyd County,KY,30888,17743,32757.75504,-6.053337986
21073,Franklin County,KY,50471,27085,50005.28632,0.922735194
21075,Fulton County,KY,30798,16804,31024.13998,-0.73426839
21077,Gallatin County,KY,47679,21352,39420.81866,17.32037445
21079,Garrard County,KY,45018,20246,37378.88229,16.96902952
21081,Grant County,KY,45307,23696,43748.39449,3.440098692
21083,Graves County,KY,39515,22122,40842.41994,-3.359281125
21085,Grayson County,KY,37057,17471,32255.579,12.95685295
21087,Green County,KY,36226,17478,32268.50265,10.92446682
21089,Greenup County,KY,45690,25279,46670.98515,-2.147045642
21091,Hancock County,KY,52929,27376,50542.54083,4.508793238
21093,Hardin County,KY,49637,23427,43251.75716,12.86387743
21095,Harlan County,KY,27425,17504,32316.50477,-17.83593354
21097,Harrison County,KY,47040,22449,41446.13892,11.89171148
21099,Hart County,KY,34764,15472,28564.9544,17.83179611
21101,Henderson County,KY,45718,25106,46351.58643,-1.385857707
21103,Henry County,KY,47802,21365,39444.81972,17.48290924
21105,Hickman County,KY,40890,20446,37748.12937,7.683713929
21107,Hopkins County,KY,44750,23375,43155.75292,3.562563316
21109,Jackson County,KY,30565,12203,22529.61082,26.28951148
21111,Jefferson County,KY,51230,27486,50745.62672,0.94548756
21113,Jessamine County,KY,49839,26654,49209.55885,1.262948986
21115,Johnson County,KY,36051,18577,34297.51538,4.863900096
21117,Kenton County,KY,52631,29171,53856.5334,-2.328539082
21119,Knott County,KY,30138,17481,32274.04136,-7.087535196
21121,Knox County,KY,28578,15017,27724.91729,2.985102928
21123,Larue County,KY,40202,20958,38693.40191,3.752544876
21125,Laurel County,KY,37737,20117,37140.71792,1.580099315
21127,Lawrence County,KY,36276,16485,30435.19088,16.10102856
21129,Lee County,KY,26201,13209,24386.92365,6.923691279
21131,Leslie County,KY,28722,17625,32539.89926,-13.29259542
21133,Letcher County,KY,31079,18904,34901.23436,-12.29844705
21135,Lewis County,KY,33867,15367,28371.09968,16.2278924
21137,Lincoln County,KY,37220,16767,30955.82927,16.83012018
21139,Livingston County,KY,44551,21486,39668.21421,10.95999145
21141,Logan County,KY,43795,20660,38143.22375,12.90507192
21143,Lyon County,KY,48189,20781,38366.61824,20.38303713
21145,McCracken County,KY,47184,23265,42952.66702,8.967728425
21147,McCreary County,KY,25655,11121,20531.98409,19.968879
21149,McLean County,KY,44007,21071,38902.02651,11.60036696
21151,Madison County,KY,46342,22400,41355.67338,10.75984338
21153,Magoffin County,KY,29921,15651,28895.43054,3.427590853
21155,Marion County,KY,41189,19518,36034.82291,12.51347956
21157,Marshall County,KY,49771,24100,44494.27359,10.60201002
21159,Martin County,KY,29198,20526,37895.82821,-29.78912325
21161,Mason County,KY,37071,21003,38776.4825,-4.600584022
21163,Meade County,KY,51111,24303,44869.05938,12.21251906
21165,Menifee County,KY,34299,14602,26958.72959,21.40082922
21167,Mercer County,KY,46346,23400,43201.9088,6.783953736
21169,Metcalfe County,KY,32654,14015,25874.9894,20.76012312
21171,Monroe County,KY,31603,15457,28537.26087,9.700785148
21173,Montgomery County,KY,42468,21276,39280.50477,7.505640077
21175,Morgan County,KY,31489,14113,26055.92047,17.2538967
21177,Muhlenberg County,KY,40272,19844,36636.69565,9.026878098
21179,Nelson County,KY,51843,24369,44990.91092,13.21699955
21181,Nicholas County,KY,37267,19889,36719.77625,1.468386921
21183,Ohio County,KY,40661,19436,35883.4316,11.74975627
21185,Oldham County,KY,84415,43744,80761.72216,4.327759091
21187,Owen County,KY,43686,20486,37821.97879,13.42311315
21189,Owsley County,KY,23341,9782,18059.87487,22.62595918
21191,Pendleton County,KY,49345,22566,41662.14846,15.5696657
21193,Perry County,KY,31740,18438,34040.88865,-7.249176601
21195,Pike County,KY,34315,20256,37397.34464,-8.982499329
21197,Powell County,KY,34510,17791,32846.37434,4.820706064
21199,Pulaski County,KY,40702,18289,33765.79958,17.04142407
21201,Robertson County,KY,40027,18099,33415.01485,16.51881269
21203,Rockcastle County,KY,33293,15301,28249.24814,15.14958657
21205,Rowan County,KY,36597,18450,34063.04348,6.923946011
21207,Russell County,KY,31968,16136,29790.85472,6.810389393
21209,Scott County,KY,63775,27379,50548.07953,20.73997721
21211,Shelby County,KY,60189,27263,50333.91622,16.3735629
21213,Simpson County,KY,45496,23698,43752.08696,3.833112897
21215,Spencer County,KY,68147,25633,47324.55249,30.5551932
21217,Taylor County,KY,35700,22495,41531.06575,-16.3335175
21219,Todd County,KY,40963,18932,34952.92895,14.67195042
21221,Trigg County,KY,45106,19439,35888.97031,20.43415442
21223,Trimble County,KY,48392,22335,41235.66808,14.78825409
21225,Union County,KY,45239,24356,44966.90986,0.601450381
21227,Warren County,KY,45964,25062,46270.35207,-0.666504368
21229,Washington County,KY,45143,20061,37037.32874,17.95554408
21231,Wayne County,KY,29826,13657,25214.03712,15.4628944
21233,Webster County,KY,44245,22634,41787.69247,5.553864909
21235,Whitley County,KY,31903,16660,30758.28208,3.588119994
21237,Wolfe County,KY,27196,12713,23471.19088,13.69616532
21239,Woodford County,KY,57862,33266,61416.86744,-6.143699569
22000,Louisiana,LA,45829,22857,42199.40297,7.919869582
22001,Acadia Parish,LA,42033,19068,35204.01697,16.24671813
22003,Allen Parish,LA,42120,17458,32231.57794,23.47678551
22005,Ascension Parish,LA,74852,28403,52438.6246,29.94358921
22007,Assumption Parish,LA,48516,20258,37401.03712,22.90989134
22009,Avoyelles Parish,LA,34803,15109,27894.77094,19.84952175
22011,Beauregard Parish,LA,48206,23099,42646.19194,11.5334358
22013,Bienville Parish,LA,34565,16532,30521.96394,11.69690744
22015,Bossier Parish,LA,55403,26640,49183.71156,11.22554454
22017,Caddo Parish,LA,41081,23002,42467.1071,-3.374083165
22019,Calcasieu Parish,LA,46523,24814,45812.48568,1.527232371
22021,Caldwell Parish,LA,38564,17217,31786.63521,17.57433045
22023,Cameron Parish,LA,56259,25468,47019.92365,16.42239704
22025,Catahoula Parish,LA,33958,15425,28478.18134,16.13704772
22027,Claiborne Parish,LA,33740,17883,33016.228,2.145145241
22029,Concordia Parish,LA,33068,16396,30270.87593,8.458703496
22031,De Soto Parish,LA,41691,17897,33042.07529,20.74530404
22033,East Baton Rouge Parish,LA,50389,28185,52036.14528,-3.26885884
22035,East Carroll Parish,LA,26325,11578,21375.71368,18.80070777
22037,East Feliciana Parish,LA,43105,19945,36823.16543,14.57333156
22039,Evangeline Parish,LA,33407,16311,30113.94592,9.857377444
22041,Franklin Parish,LA,33845,14594,26943.9597,20.39013236
22043,Grant Parish,LA,43437,18782,34675.99364,20.16945545
22045,Iberia Parish,LA,45039,22511,41560.60551,7.723072195
22047,Iberville Parish,LA,42000,19660,36296.98834,13.5785992
22049,Jackson Parish,LA,41029,19792,36540.69141,10.93935653
22051,Jefferson Parish,LA,49503,28086,51853.36797,-4.747930377
22053,Jefferson Davis Parish,LA,43677,19227,35497.5684,18.72709115
22055,Lafayette Parish,LA,52411,25400,46894.37964,10.52569186
22057,Lafourche Parish,LA,53482,22720,41946.46872,21.56899758
22059,La Salle Parish,LA,46258,20256,37397.34464,19.15486047
22061,Lincoln Parish,LA,38118,22188,40964.27147,-7.467001086
22063,Livingston Parish,LA,58774,25772,47581.17922,19.04383024
22065,Madison Parish,LA,27225,11913,21994.20255,19.21321379
22067,Morehouse Parish,LA,31777,15746,29070.82291,8.516150343
22069,Natchitoches Parish,LA,33786,16924,31245.68823,7.518829607
22071,Orleans Parish,LA,38640,18667,34463.67656,10.80829047
22073,Ouachita Parish,LA,38453,21070,38900.18028,-1.162926887
22075,Plaquemines Parish,LA,49122,24334,44926.29268,8.541401647
22077,Pointe Coupee Parish,LA,42919,19602,36189.90668,15.67858832
22079,Rapides Parish,LA,42758,21424,39553.74761,7.493924847
22081,Red River Parish,LA,41742,15711,29006.20467,30.51074537
22083,Richland Parish,LA,34588,15599,28799.4263,16.73578611
22085,Sabine Parish,LA,42196,19068,35204.01697,16.57025081
22087,St. Bernard Parish,LA,41540,24413,45072.14528,-8.502997788
22089,St. Charles Parish,LA,61601,30367,56064.63097,8.987466169
22091,St. Helena Parish,LA,36602,16401,30280.1071,17.27198758
22093,St. James Parish,LA,52258,24274,44815.51856,14.24180306
22095,St. John the Baptist Parish,LA,50596,27813,51349.34571,-1.488943207
22097,St. Landry Parish,LA,33503,17527,32358.96819,3.414714543
22099,St. Martin Parish,LA,45435,20235,37358.5737,17.77578144
22101,St. Mary Parish,LA,40945,20995,38761.71262,5.332244183
22103,St. Tammany Parish,LA,63499,31727,58575.51113,7.753647877
22105,Tangipahoa Parish,LA,41768,18192,33586.71474,19.58744795
22107,Tensas Parish,LA,27077,13450,24831.86638,8.291663095
22109,Terrebonne Parish,LA,44450,22411,41375.98197,6.915676103
22111,Union Parish,LA,38741,19079,35224.32556,9.077397185
22113,Vermilion Parish,LA,46807,20911,38606.62884,17.51954015
22115,Vernon Parish,LA,44733,19166,35384.94804,20.89744028
22117,Washington Parish,LA,33453,16158,29831.4719,10.82571997
22119,Webster Parish,LA,34566,20529,37901.36691,-9.649270711
22121,West Baton Rouge Parish,LA,55074,24482,45199.53552,17.92944851
22123,West Carroll Parish,LA,35484,14391,26569.17391,25.12350943
22125,West Feliciana Parish,LA,56680,20983,38739.55779,31.65215633
22127,Winn Parish,LA,36173,17682,32645.13468,9.752758476
23000,Maine,ME,51419,26777,49436.64581,3.855295103
23001,Androscoggin County,ME,48930,26265,48491.37328,0.896437203
23003,Aroostook County,ME,37104,22767,42033.24178,-13.28493365
23005,Cumberland County,ME,63191,31979,59040.76246,6.567766834
23007,Franklin County,ME,42859,23888,44102.87169,-2.902241504
23009,Hancock County,ME,48601,24678,45561.39767,6.254197101
23011,Kennebec County,ME,50408,27852,51421.34889,-2.010293776
23013,Knox County,ME,47489,23460,43312.68293,8.794283041
23015,Lincoln County,ME,50152,26510,48943.70095,2.409273899
23017,Oxford County,ME,42674,23313,43041.28632,-0.860679384
23019,Penobscot County,ME,44647,27155,50134.5228,-12.29091047
23021,Piscataquis County,ME,36463,21743,40142.69671,-10.09159069
23023,Sagadahoc County,ME,55645,31785,58682.59279,-5.458878226
23025,Somerset County,ME,40165,21863,40364.24496,-0.496066134
23027,Waldo County,ME,43198,21424,39553.74761,8.436159975
23029,Washington County,ME,35576,19004,35085.8579,1.377732459
23031,York County,ME,61340,30947,57135.44751,6.854503574
24000,Maryland,MD,75784,36415,67230.66278,11.28646841
24001,Allegany County,MD,39859,23129,42701.579,-7.13158635
24003,Anne Arundel County,MD,90825,41408,76448.91622,15.82833336
24005,Baltimore County,MD,68317,36791,67924.8473,0.574019211
24009,Calvert County,MD,98937,44004,81241.74337,17.8853782
24011,Caroline County,MD,51294,24556,45336.15695,11.61508764
24013,Carroll County,MD,84506,39440,72815.52492,13.83389946
24015,Cecil County,MD,68972,33132,61169.4719,11.31260236
24017,Charles County,MD,87941,42831,79076.10923,10.08049803
